Source,Section,Title,Date,URL,Text
thehindu.com,cities,FSSAI seizes 130 kg of banned tobacco products,2020-01-01,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-130-kg-of-banned-tobacco-products/article30447278.ece,"Officials from the Food Safety and Standards Authority of India (FSSAI) and the police seized banned tobacco products weighing 130 kg from two shops in Puliakulam here on Tuesday. A team of food safety officials led by FSSAI Designated Officer K. Tamilselvan conducted a surprise drive based on a tip-off regarding illegal sale of tobacco products. Dr. Tamilselvan said the bulk of the banned tobacco products was seized from the two shops. “The rest was kept in the houses of workers of the shops,” he said. The tobacco products were allegedly hoarded in small quantities inside the houses of the"
thehindu.com,cities,Food Safety officials seize 4.6 tonnes of jaggery,2020-01-07,https://www.thehindu.com/news/cities/Coimbatore/food-safety-officials-seize-46-tonnes-of-jaggery/article30497640.ece,"Officials from the Food Safety department seized 4.6 tonnes of jaggery and over 15 tonnes of refined sugar from jaggery manufacturing units here on suspicion of adulteration. Notices Notices have been served on violators. A team led by R.Kathiravan, Designated Officer, Food Safety, conducted surprise checks at five jaggery manufacturing units in Omalur and nearby areas on Monday and have issued notices to four. Violation In the checks, the officials found violation of food safety standards at all five units. In a release, the officials said that from five units, they seized about 15.6 tonnes of refined sugar, 4.6 tonnes"
indiatimes.com,city,EOW seeks details of pepper scam involving NCDEX from Betul firm,2020-01-07,https://timesofindia.indiatimes.com/city/bhopal/eow-seeks-details-of-pepper-scam-involving-ncdex-from-betul-firm/articleshow/73129624.cms,"Representative image BHOPAL: Madhya Pradesh EOW has summoned directors of Betul Oil Limited with documents pertaining to their allegations against Mumbai-based National Commodities and Derivatives Exchange (NCDEX), in connection with the ‘2012-black pepper scam’.In December 2012, Food Safety Standard Authority (FSSAI) had sealed six NCDEX-accredited warehouses in Kerala’s Alappuzha and Kochi after samples were found coated with carcinogenic oils and paraffin.Directors of Betul Oil claim that their pepper worth Rs 72 cr got stuck due to cheating and have accused NCDEX of breaching their trust. Sources say, pepper worth nearly Rs 300 cr is locked up in the warehouses of"
thehindu.com,cities,FSSAI imposes spot fine on 32 retailers,2020-01-09,https://www.thehindu.com/news/cities/Coimbatore/fssai-imposes-spot-fine-on-32-retailers/article30517435.ece,"In order curb retail sale of banned tobacco products, the Food Safety and Standards Authority of India (FSSAI) conducted a three-day special drive and issued spot fines to the tune of ₹ 1.62 lakh on 32 retailers who were found selling the contraband. As on Wednesday evening, the violators remitted fine to the tune of ₹ 1.45 lakh, the highest sum collected through spot fining from a single drive in the State, said K. Tamilselvan, Designated Officer of FSSAI for Coimbatore. The special drive was conducted after Department of Food Safety and Drug Administration, Tamil Nadu, recently empowered Designated Officers"
indiatimes.com,city,Coimbatore: 32 shops fined Rs 5 thousand each for selling banned gutka items,2020-01-09,https://timesofindia.indiatimes.com/city/coimbatore/32-shops-fined-rs-5k-each-for-selling-banned-gutka-items/articleshow/73163047.cms,Representative image Haryana Jammu & Kashmir Haryana Alliance View i Party View Seats: 90 Results Majority: 46 BJP 48 CONG 37 INLD 2 AAP 0 OTH 3 Jammu & Kashmir Alliance View i Party View Seats: 90 Results Majority: 46 JKNC 42 BJP 29 CONG 6 PDP 3 OTH 10 Source: PValue COIMBATORE: Teams of food safety department officers have been conducting surprise raids at the petty shops in different parts of the city for the past four days as part of a special drive. They found 32 shops selling banned tobacco items and one shop using non-food grade plastic.Designated
thehindu.com,cities,Adulterated jaggery seized in Pudukottai,2020-01-11,https://www.thehindu.com/news/cities/Tiruchirapalli/adulterated-jaggery-seized-in-pudukottai/article30545774.ece,"Food Safety officials on Saturday seized about 1,400 kg of adulterated jaggery from 18 wholesale shops in Aranthangi during inspection conducted ahead of Pongal. “We have sent the samples for testing and put the products on hold. After the results are submitted, they will be destroyed,” said designated officer Ramesh Babu. On Friday, a team of Food Safety officials seized nearly 2,000 kg of jaggery in Pudukottai town from 24 wholesale shops. “Although we do not know the contaminating substance, manufacturers mix sulphur with the jaggery, making it bright yellow as opposed to the dark brown colour of pure jaggery,”"
thehindu.com,cities,Corpn. steps up vigilance after seizure of stale meat in city,2020-01-12,https://www.thehindu.com/news/cities/kozhikode/corpn-steps-up-vigilance-after-seizure-of-stale-meat-in-city/article30546062.ece,"The Kozhikode Corporation has stepped up vigilance on bakeries and hotels in the city to check the use of stale meat in food items. The move comes after the seizure of 200 kg of stale chicken brought to Kozhikode from Hazrat Nizamuddin railway station through the Mangala Lakshadweep Express on Thursday. Detailed inquiries proved that the package was meant to be delivered to a frozen foods trader based in Manjeri. Corporation Health Officer R.S. Gopakumar said stale meat was usually supplied to large-scale manufacturers of fried snacks such as samosa, puffs, cutlets, chicken rolls and fast food such as shawarma."
newindianexpress.com,cities,"2,484 litres of substandard milk seized",2020-01-19,https://www.newindianexpress.com/cities/kochi/2020/jan/19/2484-litres-of-substandard-milk-seized-2091446.html,"PALAKKAD: The Dairy Development Department on Saturday seized 2,484 litres of substandard milk arriving from Dindigul in Tamil Nadu to Kerala through the Meenakshipuram checkpost. The department officials said the seized milk ‘ATMOS Farm Fresh’ belonged to Tirupur Dairy and Food Company. An official said the milk did not conform to the parameters set by the Food Safety and Standard Authority of India with regard to fat and SNF (solid non-fat) content."
indiatimes.com,city,"Nashik: Gutka worth Rs 40 lakh, truck seized; driver held",2020-01-22,https://timesofindia.indiatimes.com/city/nashik/gutka-worth-rs-40-lakh-truck-seized-driver-held/articleshow/73498952.cms,Representative image NASHIK : The crime branch unit 2 on Tuesday seized gutka worth Rs 40 lakh from a truck and arrested the driver while he was passing through the city limits. Police have also seized the truck worth Rs 15 lakh.Police found huge boxes and packets of gutka from the truck. They immediately informed the Food and Drugs Administration (FDA) about the seizure.The crime branch unit 2 authorities said that the said action was undertaken on the directives of commissioner of police Vishwas Nangare-Patil.The action was taken after the crime branch unit 2 personnel received a tip-off that a
indiatimes.com,city,Banned Thai Magur fish floods Noida’s markets,2020-01-24,https://timesofindia.indiatimes.com/city/noida/banned-thai-magur-fish-floods-noidas-markets/articleshow/73563459.cms,"Representative image NOIDA: The Thai Magur keeps finding its way onto the Indian platter despite a ban that authorities have consistently found difficult to enforce. The fish looks like the Indian Magur, is a lot cheaper and is flooding the Gautam Budh Nagar markets.Last week, the fisheries department seized and destroyed 1,500 kg of the banned fish in Jhalava, a village in Ghaziabad In 2016, too, 80 people from the same village had been booked for illegal farming of the banned fish. Fisheries department officials, too, had been implicated as accomplices at the time.The Jhalava raid gave the department more"
