Source,Section,Title,Date,URL,Text
indianexpress.com,cities,"Fake steroids, protein supplements worth Rs 2 crore recovered in Greater Noida; 3 arrested",2021-11-22,https://indianexpress.com/article/cities/delhi/fake-steroids-protein-supplements-worth-rs-2-crore-recovered-in-greater-noida-3-arrested-7635014/,"An FIR has been filed under IPC sections 274 (adulteration of drugs), 275 (sale of adulterated drugs), 420 (cheating), 471 (using forged document) and relevant sections of The Drugs & Cosmetics Act, 1940. (File) Three men were arrested by Noida Police for allegedly producing and selling fake steroids and supplements following a raid at Vishnauli on Saturday night. Products worth Rs 2 crore have been seized from the accused. The accused, identified as Anuj Kumar Singh, Bachan Kumar and Pritam, made protein products, injections and other items used by fitness enthusiasts, said the police."
indiatimes.com,city,185 spurious mustard oil cans seized in Burrabazar,2021-11-27,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,"KOLKATA: The enforcement branch has raided the premises of three edible oil traders in the Posta region after receiving complaints that they were blending rice bran oil with deadly dyes and chemicals and repacking them as mustard oil and selling them at Rs 160 per litre, almost Rs 30-Rs 60 less than the market rate. The government has banned blending of mustard oil since July earlier this year.The EB have seized huge stocks of adulterated mustard oil from three godowns in Burrabazar.The adulteration was being carried out at special anti-chambers set up inside the godown, suspect investigators. “We have collected"
indiatimes.com,city,"School canteens, markets under FDA lens in ‘eat right campaign’",2021-12-01,https://timesofindia.indiatimes.com/city/nagpur/school-canteens-markets-under-fda-lens-in-eat-right-campaign/articleshow/88016859.cms,"Nagpur: The Food and Drugs Administration (FDA), Nagpur, has started random checks under the ‘Eat right campaign’, targeting markets, temples, street food vendors, hotels and restaurants. The FDA is motivating them to register for Food Safety and Standards Authority of India (FSSAI) certification, meant to ensure compliance with the hygiene criteria.FDA is also planning visits to schools and college campuses to check food safety standards at canteens after they reopen on December 1.As part of the drive, FDA collected 57 samples from Gokulpeth market last week. Samples will also be collected from Cotton Market and Kalamna Market. The sampling was"
newindianexpress.com,states,Puducherry gets action plan to eliminate single-use plastics,2021-12-02,https://www.newindianexpress.com/states/tamil-nadu/2021/dec/02/puducherrygets-action-plan-to-eliminate-single-use-plastics-2390722.html,"Plastic waste forms more than 10 percent of the total waste generated in UT, as identified by Central Pollution Control Board (CPCC). Approximately 25 TPD tons of Plastic Waste is generated in the UT. Already 8 types of SUP articles have been banned with effect from August 2, 2019. A ‘State Special Task Force’ and ‘District Level Task Force’ have been constituted on July 8, 2021 under the Chairmanship of the Chief Secretary and the District Collector respectively, for taking measures to eliminate SUP. The enforcement officers of Municipalities, Revenue, Food Safety and Pollution Control committee (PPCC) will submit monthly"
thehindu.com,national,Ghee racket unearthed in Mysuru,2021-12-16,https://www.thehindu.com/news/national/karnataka/ghee-racket-unearthed-in-mysuru/article37972058.ece,"A spurious ghee racket has been busted in Mysuru after activists stormed a godown at Hosahundi on the outskirts of the city on Thursday. Large quantities of palm oil, vegetable cooking oil, colouring and flavouring agents, besides packaging material in the name of ‘Nandini’, which is the brand name of pure ghee produced by Karnataka Milk Federation (KMF), have been seized. A team of food safety officers rushed to the godown after receiving a complaint from KMF and seized about 1,000 kg of ghee, 500 kg of palm oil and 500 kg of vegetable cooking oil. A large quantity of"
thehindu.com,cities,340 kg ganja seized in Tiruppur,2021-12-17,https://www.thehindu.com/news/cities/Coimbatore/340-kg-ganja-seized-in-tiruppur/article37972586.ece,"Tiruppur City Police on Thursday seized 340 kg ganja with an estimated value around ₹40 lakh that was allegedly smuggled from Andhra Pradesh in a car during a vehicle check near Anupparpalayam in the city. According to the Anupparpalayam police, the driver of the sport utility vehicle (SUV) was caught when he attempted to flee from the spot. The police found 155 bags of ganja, each weighing around 2.2 kg. inside the car. The total worth of the contraband was estimated to be around ₹40 lakh, according to the police. M. Palpandi (27), the driver from Theni district, was arrested"
newindianexpress.com,states,"Ghee adulteration ring busted, Karnataka Milk Federation officials reach Mysuru",2021-12-17,https://www.newindianexpress.com/states/karnataka/2021/dec/17/ghee-adulteration-ring-busted-karnataka-milk-federation-officials-reach-mysuru-2396443.html,"Later, they would pack the same in a 15- litre tin and reseal it. The members also recovered stickers that were printed to paste on these tins and also 1 litre packets of the ghee which were ‘duplicate’ but resembling that of the original Nandini ghee."
indiatimes.com,city,Nandini ghee adulteration racket busted in Mysuru,2021-12-17,https://timesofindia.indiatimes.com/city/mysuru/nandini-ghee-adulteration-racket-busted-in-mysuru/articleshow/88332545.cms,"Representative image MYSURU: Alert activists have unearthed a mafia engaged in adulterating the Nandini Ghee produced by Karnataka Milk Federation by mixing it with low-quality dalda. The officials from the food safety section of the health department registered a case in connection with the incident.According to Mymul MD BN Vijay Kumar, he received a complaint from the locals alleging that Nandini Ghee was being adulterated by mixing it with the low-quality dalda, on Thursday morning.""We alerted the police and the food inspectors immediately, who rushed to the spot and seized the adulterated ghee and equipment used for adulteration,"" he explained.Mymul"
thehindu.com,national,Mymul to set up vigilance squad to tackle fake products,2021-12-17,https://www.thehindu.com/news/national/karnataka/mymul-to-set-up-vigilance-squad-to-tackle-fake-products/article37978551.ece,"A day after a fake Nandini ghee racket was unearthed in Mysuru, the Mysuru District Co-operative Milk Producers’ Societies’ Union Limited (MYMUL) has decided to set up a vigilance squad to counter the distribution of fake dairy products misusing the Nandini brand name. MYMUL President P.M. Prasanna told reporters in Mysuru on Friday their vigilance team, which will comprise chemists and other food experts, will visit different Nandini milk parlours and agencies to check for the purity and genuineness of the products they are selling under the brand name. Though such a vigilance squad has to be set up by"
newindianexpress.com,states,Boxes of seized tobacco stolen from sealed house in Madurai,2021-12-16,https://www.newindianexpress.com/states/tamil-nadu/2021/dec/16/boxes-of-seized-tobacco-stolen-from-sealed-house-in-madurai-2396094.html,"Sometime later, the house owner lodged a petition seeking permission to use his house and the court directed the department to hand over the house to him. Acting on the order, when the authorities opened the house on Monday they found 45 boxes of tobacco products missing."
