Source,Section,Title,Date,URL,Text
indiatimes.com,city,200 ‘desi ghee’ samples sent for test in 48 hours,12-01-2019,https://timesofindia.indiatimes.com/city/chandigarh/200-desi-ghee-samples-sent-for-test-in-48-hours/articleshow/67497604.cms,"Punjab food safety commissioner said ‘desi ghee’, which is adulterated with vanaspati and palm oil, was worth Rs 40 per litre only MOHALI : If you are picking up a pack of ‘lite medium ghee’, in all likelihood the supposed desi ghee is adulterated with vanaspati and palm oil.According to K S Pannu, commissioner, food safety, Punjab, the food safety commissionerate has seized nearly 200 samples of desi ghee from various outlets across the state in the last 48 hours and were sent for testing at Kharar-based laboratory.“It was seen that at many places cooking medium was being sold as desi ghee. The customers were mislead as “cooking medium” is printed in very small text, which was probably overlooked by the consumers,” said Pannu, adding that such deception is punishable offence under the law.Pannu also said desi ghee, which cost at least Rs 350 per kg, is adulterated with vanaspati and palm oil, and is being sold as ‘lite medium ghee’ that is worth only Rs 40 per litre. A couple of cases of misbranding were also reported from the field, informed Pannu.Pannu said the consumers should be on guard against misbranding, substandard and misleading products and check the label before buying the products.Since the launch of Mission Tandrust Punjab in June 2018, food and drug commissionerate officials have been cracking down on adulterators in the state. They have been conducting quality checks on food items on a daily basis.The punjab food safety commissioner had last week said that equipment worth Rs10 crore were installed at the food safety laboratory in Kharar curb ghee adulteration."
indiatimes.com,city,Mumbai: Two busted with 1kg cocaine worth 6cr,14-01-2019,https://timesofindia.indiatimes.com/city/mumbai/mumbai-two-busted-with-1kg-cocaine-worth-6cr/articleshow/67518828.cms,"Mumbai: The crime branch’s anti-narcotics cell (ANC), in its first case of the year, has arrested two Nigerian nationals for possessing 1kg of high-quality cocaine worth Rs 6 crore. The consignment was seized before it could reach its destination for adulteration and packaging.“Our team received information about foreign nationals carrying drugs,” said ANC head DCP Shivdeep Lande .“Our Bandra unit laid a trap and nabbed two persons, Daniel Ezieke, 38, and John Fransis, 35, in front of a high school in Andheri ’s Amboli area. Frisking them and checking their luggage, we found 505g of cocaine on Ezieke and 500g on Fransis.”An interrogation of the accused revealed two trafficking methods used by their syndicate: importing drugs by using flyers, and getting them by post. The trafficked drug is always highly potent. “After it reaches India, it is handed over to local contacts, who keep the consignment at a safe place for some time before passing it on for mixing with other materials. Usually, 1kg of pure cocaine after adulteration becomes 4-5kg. It is then packed in sachets, ready for sale to end users,” said an official.The police said they are yet to recover the passports of the Nigerian nationals to find out for how long have they been in India. “They have been giving evasive replies and frequently changing their version. It’s taking time to interrogate them and corroborate the extracted information,” said an officer.The seized consignment will be sent to the Kalina forensic science laboratory for chemical analysis. “We are interrogating them to find out from which country did they import the drugs and who all are part of their syndicate,” said a senior police officer. The police are also looking into the possibility of locals being involved in the racket."
thehindu.com,cities,Banned plastics seized from eatery,31-01-2019,https://www.thehindu.com/news/cities/chennai/banned-plastics-seized-from-eatery/article26133187.ece,"A team of officials from the Food Safety Department on Wednesday seized a large quantity of plastic trays, cups, covers, plastic-coated boxes, plastic sheets, plastic straws, cling wrappers and plastic insulated and coated aluminium covers from the Vadapalani branch of Hotel Saravana Bhavan during a raid, said a press release from the Chennai Collectorate. Sources in the eatery said that the plastics had been collected from all the branches and kept in the main branch for safe disposal."
indiatimes.com,city,"1,000 kg of banned plastic products seized from hotel",31-01-2019,https://timesofindia.indiatimes.com/city/chennai/1000-kg-of-banned-plastic-products-seized-from-hotel/articleshow/67764622.cms,"Plates, spoons and cups are among the things seized CHENNAI: After a lull, Tamil Nadu food safety officials sprang into action on Wednesday and seized one tonne of banned plastic items from the Vadapalani branch of hotel Saravana Bhavan.The officials said they had received many complaints from customers and officials, including the district collector, about the hotel using banned plastic products. On Wednesday, a team of officials conducted a search at the hotel chain’s Vadapalani branch around 7 am and seized 3,200 plastic trays, 1,200 plastic cups, 1,565 plastic carry bags, 1,650 plastic tumblers, 55 plastic rolls, and 300 plastic straws.“They had stored the material here and planned to supply them to parties. We had already received many complaints in the past and had raided their hotels on January 3. Again, we received complaints on Tuesday and so we acted,” said a food safety officer. The hotel staff were warned and asked not to use the banned items. “Since penalties have not been worked out yet, we cannot impose any fine. But we have warned them,” said an official. Ironically, it was Saravana Bhavan that had supplied all the food for the regional meets that took place at the Tamil Nadu pollution control board in December before the ban was enforced.The food safety department has, so far, seized about seven tonnes of banned products since the ban on single-use plastic came into force on January 1, 2019. “On January 3, we raided Big Bazar, Adayar Anandha Bhavan and Saravana Bhavan and seized about 3.5 tonnes of banned plastic items. On January 12, we seized about 2.5 tonnes of banned items from Jeyachandra Textiles and Saravana Stores. Last Sunday, we seized 500 boxes of banned items from Fipola, online chicken store in Chennai,” said an official.Food safety officials told TOI that they were taking action based on complaints. “There are about 14 food safety officers in Chennai and we are all working to ensure the ban is implemented. Until further instructions, we can only seize the products. We are trying to create awareness and are working in coordination with other departments,” said an official. About the use of compostable bags, the officials said “We have to wait for government orders.”A representative of Saravana Bhavan told TOI that the plastic products were not being used and what was seized was just old stock that had been stored at the branch."
indiatimes.com,city,Chennai ups drive against plastic,11-04-2019,https://timesofindia.indiatimes.com/city/chennai/50t-plastic-seized-in-2-weeks/articleshow/68822551.cms,"A huge mound of plastic water packets lies strewn outside a Tasmac outlet in Perungudi, indicating the magnitude of the problem CHENNAI: Officials of Greater Chennai Corporation have intensified the drive against 14 throwaway plastic items banned by the state government. Of the 170 tonnes seized from shopkeepers since January 1, when the ban kicked in, 50 tonnes were seized in the last two weeks.“Apart from election work, officials have been visiting shops and seizing banned plastic on a regular basis.In February alone, plastic seizure came down due to the survey on beneficiaries for the Rs 2,000 scheme. But we are regularly sending reports on the plastic seizure,” said an official.The highest seizures were reported from Kodambakkam, Ambattur, Royapuram, Teynampet and Perungudi.The seized plastic will be sent to pyrolysis plant in Perungudi to be converted into fuel, said an official.“We will shred them and use a portion for laying roads. But the major portion will be converted into fuel,” said an official.The civic body’s health department officials held a meeting last week to discuss other strategies and steps that would help enforce the ban.Corporation commissioner G Prakash said, “We have received a fund of Rs 50 lakh from the TN environment and forest department. This will be used to create awareness among people. We are already creating awareness at zonal and ward levels. But using this fund, we plan to hold a workshop and exhibition in which all stakeholders including shop owners, manufacturers of alternative products and residential welfare associations will be involved. This will urge them to make the shift, as people now believe there are no alternatives.”Talking about penalties and other legislation, civic body officials said they had sent a draft to the state government on the bye-laws and were awaiting sanction — which will happen only after the election.“After that, we will hold public meetings to finalize the legislation and based on public objections, it will be further modified and then sanctioned by the state government,” said an official.The food safety department has also taken several steps to curb plastic usage and seizures are being conducted regularly. So far, about 13 tonnes of banned plastic items have been seized, of which five tonnes were seized after March 15."
thehindu.com,cities,"Food festivals, water tankers under lens",17-04-2019,https://www.thehindu.com/news/cities/kozhikode/food-festivals-water-tankers-under-lens/article26861401.ece,"Exhibition and sale of food through food festivals and distribution of drinking water by tankers have come under the lens of the Food Safety and Standards Authority of India (FSSAI) with depleting water resources raising doubts about water hygiene across the district. Health Department sources pointed out that there could be waterborne disease outbreaks if the quality of water was not checked properly. Many areas in the district are already in the grip of water scarcity, where the situation could be alarming. FSSAI licence is a must to distribute drinking water. The sources of collecting the water should be examined to ensure hygiene. The tankers, coated with bitumen or other prescribed material, should be cleaned properly and those who handle the water should be medically fit for the job. Those vehicles should not be used for other purposes too. Criminal offence Those who depend on tanker lorries for drinking water should ensure that the distributor has the licence to do so. To sell food stuff without FSSAI licence is a criminal offence with a fine up to₹5 lakh and a six-month jail term. People can call 8943346191, 8943346611 or the toll-free number 1800 425 11 25 to register complaints over the issue. Bacterial contamination There is also the possibility of bacterial contamination of food in hotels and restaurants and hostels. The food prepared in the morning becomes stale within five to six hours in summer. It has been found to be preserved till the night or heated up and served to the customers. In the Malabar region, the Health Department can take action against those selling such food under the Madras Public Health Act, 1939. The FSSAI instructions are also applicable to food exhibitions and food festivals that have opened in different parts of the district. The sellers should have FSSAI licence and the food should be kept clean, say the guidelines. The FSSAI guidelines also make it clear that vendors of packaged drinking water and soft drinks should not expose them to direct sunlight or exhibit them. Those who distribute drinking water by 20-litre cans should ensure that they are cleaned regularly and avoid using old or damaged cans."
thehindu.com,national,Vigilance seizes stale food from six city restaurants,23-04-2019,https://www.thehindu.com/news/national/andhra-pradesh/vigilance-seizes-stale-food-from-six-city-restaurants/article26915626.ece,"Officials of the Regional Vigilance and Enforcement Department led by DSP K. Sravani raided about eight restaurants in the city on Monday and seized stale and leftover food items from at least six establishments. The seized food items included cooked food of the previous day, which was kept for sale on Monday. Officials also noticed that some of the restaurants were using non-permitted food colours for preparation of food. Food Safety Department officials collected six samples of food items suspected to be containing non-permitted colours for a thorough lab analysis. Cases are being booked by officials of the Food Safety Department under appropriate sections of the Food Safety and Standards Act 2006. Further, one case under Section 6A of the EC Act was booked against a restaurant in Gajuwaka by the Civil Supplies officials for using domestic gas cylinders for commercial purpose. Four gas cylinders were seized. Health peril Ms. Sravani said that selling stale food or food cooked with artificial colours is harmful for one’s health and said that strict action would be taken against all erring restaurants and hotels."
newindianexpress.com,states,Police to check drug peddling in capital region with an iron hand,22-04-2019,http://www.newindianexpress.com/states/andhra-pradesh/2019/apr/22/police-to-check-drug-peddling-in-capital-region-with-an-iron-hand-1967314.html,"He said that the students who came from distant places for study purpose and the unemployed youth, who reached the capital region in search of jobs, were becoming easy prey, as the peddlers wanted to make huge profit by targeting youngsters. He said that the peddlers were extending their illegal sale of ganja, gutka and drugs to places near universities and were supplying ganja by filling the stuff in cigarettes and as a result of this the officials would have to step up their vigil and curb such illegal acts."
newindianexpress.com,states,Many anomalies found in V&E raids in Guntur,25-04-2019,http://www.newindianexpress.com/states/andhra-pradesh/2019/apr/25/many-anomalies-found-in-ve-raids-in-guntur-1968802.html,"Further, the team conducted surprise checks at two ice cream manufacturing units of Balaji Dairy Milk Products and Tasty Pure and Fresh situated at Vengaiah Nagar in Guntur. The officers found several irregularities and the organisers were making ice cream products without any licence obtained from the Food Safety and Industries departments. They found colour and other additives including essence, which were used well past their expiry dates. The units were also using rusted freezers and manufacturing the products with milk powder instead of milk. They collected three samples, which were sent for analysis. Ice cream products worth `3 lakh were seized in the raids."
thehindu.com,cities,6.5 tonnes of artificially ripened mangoes seized,28-04-2019,https://www.thehindu.com/news/cities/Madurai/65-tonnes-of-artificially-ripened-mangoes-seized/article26971237.ece,"The Food Safety Department here has seized roughly 6.5 tonnes of mangoes ripened using artificial and harmful agents in Madurai city over the last two days. The seizures were made from three shops in Mattuthavani and a godown on North Masi Street, sources in the department said. They were found to be using agents like ethephon and carbide for ripening the fruits in short period. The three shops in Mattuthavani were sealed, while the godown, where people resided, was not sealed, officials added. The seized mangoes will be dumped in Madurai Corporation’s garbage yard in Vellakkal. It can be noted that the department had already dumped few hundred kilograms of such seized mangoes earlier at the yard in Vellakkal. With mango season reaching its peak, the Food Safety Department has intensified its raid across Madurai on artificial ripening of mangoes. M. Somasundaram, Designated Officer, Madurai, said that the problem was rampant across places. “The demand is more. People want to buy only ripened mangoes. Hence, ethephon and carbide are widely used in a number of godowns. These can be quite harmful for the consumers,” he said. Sources in the department said that with the limited availability of manpower and other resources, it was difficult to conduct raids in multiple places. “We are trying to seal at least some of the shops and penalise those responsible with the hope that it acts as a deterrent for others,” Dr. Somasundaram said. While on the one hand the department seizing artificial mangoes, he said that the Commissioner of Food Safety had initiated steps by writing to the departments concerned to monitor and regulate the sale of artificial agents like carbide stones and ethephon sprays. “It will be effective to address the issue at the source,” he added. However, he said that the best solution for the public in the meanwhile is to buy raw green mangoes and allow them to naturally ripen at homes."
thehindu.com,cities,Vigilance officials detect violations in 8 restaurants,30-04-2019,https://www.thehindu.com/news/cities/Visakhapatnam/vigilance-officials-detect-violations-in-8-restaurants/article26985612.ece,"Vigilance and Enforcement Department officials led by K. Sravani, Deputy Superintendent of Police and in-charge Regional Vigilance and Enforcement Officer (RVEO), and Food Safety Department Officials conducted surprise checks on a number of restaurants in Visakhapatnam urban and rural areas and found violations in at least eight restaurants. During inspections the officials noticed stale and leftover cooked food items like chicken joints, mutton, prawns, fish, tandoori chicken and biryani, were found preserved in freezers for selling on Monday. In one of the restaurants, the officials found big worms in cauliflower curry and also noticed that they were using domestic gas cylinders for cooking and violating the Essential Commodities Act provisions. In a few restaurants the officials found that non-permitted food colours were used, Ms. Sravani said. Colour tins A total of 33 colour tins were seized in one restaurant and eight tins in another restaurant, she said. Further three-and-a-half kg of Mono Sodium Glutamate (tasting salt) was found in one of the restaurants, which is non-permitted to use in prepared food and can be cause health problems like ulcers, intestine problems etc. in the long run, said Vigilance Inspector Mallikarjuna Rao. In one restaurant in Narsipatnam, the officials found eggs with stamp meant for anganwadi supply. The restaurant owner confessed that they were sourced from an anganwadi supplier. The vigilance officials are in search of the supplier one Gangi Reddy. The ICDS official Kala was also called to the spot and detailed inquiry is being conducted in the matter to know how the eggs with stamp meant for anganwadi supply came into the hands of private restaurants, said Ms. Sravani. Food Safety officials have given improvement notices to all the restaurants’ owners for complying with the lapses within 14 days, failing which action will be initiated. Food Safety Department officials collected eight samples of food items and sent them to forensic lab for tests. In one case, Civil Supplies officials have booked a case under Sec 6 A of EC Act for using domestic gas cylinders."
indiatimes.com,city,Vigilance raids at 8 restaurants in Visakhapatnam,30-04-2019,https://timesofindia.indiatimes.com/city/visakhapatnam/vigilance-raids-at-8-restaurants-in-city/articleshow/69103549.cms,"VISAKHAPATNAM: Continuing to crack the whip on hotels and restaurants, accused of serving stale food to customers, officials of vigilance and enforcement and food safety departments raided eight restaurants in Anakapalle , Narsipatnam and Visakhapatnam city on Monday and seized stale and left-over dishes.Officials found stale and left-over dishes in their freezers that were set to be sold on Monday.In one of the restaurants, the officials found worms in the cauliflower curry and noticed that they were using domestic gas cylinders for cooking that violates the Essential Commodities Act. Officials registered a case under section 6A of EC Act against the restaurant. Officials also found some of the restaurants use non-permitted food, said DSP, K Sravani, who led the raids .During the raids 33 tins of food colour were seized in one restaurant and eight tins in another restaurant. A total of 3.5kgs of monosodium glutamate (tasting salt) was seized from one restaurant that is disallowed to be used in food as it causes health issues, said vigilance inspector R Malikarjuna Rao. Ironically, in one restaurant in Narsipatnam, the officials discovered eggs meant for children at Anganwadi centres being used, he added.The food safety officials have issued improvement notices to all the owners of the restaurants ordering them to comply with the food safety rules within two-weeks, failing which action will be initiated. The collected eight samples of food items and sent them to forensic lab for tests."
indiatimes.com,city,Norwegian scientists study gut parasite in pooch poop,05-01-2019,https://timesofindia.indiatimes.com/city/chandigarh/norwegian-scientists-study-gut-parasite-in-pooch-poop/articleshow/67388532.cms,"A pack of dogs lounge around on the road in Sector 7, Chandigarh. (File photo) CHANDIGARH: According to the 2012 dog census, there were 7,847 stray dogs and 9,824 domestic dogs in Chandigarh. The study was done by a group of scientists from Norway to determine the presence of gastrointestinal parasites in dogs’ faecal samples obtained from recreational parks in Chandigarh.The study found moderate prevalence of Giardia cysts—which can cause parasitic infection in the intestine of dogs. The infection can be transmitted to humans from contaminated ground or water.The study, “Not just a walk in the park: Occurrence of intestinal parasites in dogs roaming in recreational parks in Chandigarh, Northern India,” by Kjersti Selstad Utaaker, Kristoffer Relling Tysnes, Marie Myklatun Krosness and Lucy J. Robertson from Department for Food Safety and Infection Biology, Faculty of Veterinary Medicine, Norwegian University of Life Sciences, has been recently published in the journal, “Veterinary Parasitology. ”Prevalence of Giardia cysts in dog faeces was found to be lower in more affluent areas of the city. “It was found that the prevalence of Giardia was higher in the winter than in the monsoon. We assumed that contamination and the risk of infection would be higher in the wetter season,” said Prof Robertson.A total of 212 samples of dogs’ faecal matter was collected from 10 parks in the city located in Sectors 45, 34, Panjab University, Sector 11 and Sector 9. It was found that dog faeces contaminating parks in Chandigarh does not usually contain parasite transmission stages that pose a significant risk to humans. However, the study highlighted the importance of minimizing contamination of public parks with dog faeces.Among the 212 samples, Giardia cysts were present in 23.1% samples. The prevalence was significantly higher in the winter than in the monsoon, whereas helminth-egg prevalence was unaffected by season.Results suggested that faecal samples contaminating parks in Chandigarh do not usually contain parasite transmission stages posing a significant risk to human health. However, researchers mentioned that parks in Chandigarh should be cleaned regularly, the stray dog population should be controlled, and dog owners should be strongly encouraged to take responsibility for clearing up after their dogs.However, the Municipal corporation officials in the past have claimed that its not easy to sterilise all the dogs. The number of stray dogs has gone up to 14,000 and just 11,000 have been sterilised."
