Source,Section,Title,Date,URL,Text
indiatimes.com,city,"120kg Fake Milk Solids Made With Soybean, Starch Seized",2022-01-30,https://timesofindia.indiatimes.com/city/rajkot/120kg-fake-milk-solids-made-with-soybean-starch-seized/articleshow/89212867.cms,"Rajkot: The health department of Rajkot Municipal Corporation ( RMC ) on Saturday busted a racket of supplying duplicate milk solids (mawa) used in making traditional sweets. They seized 120kg of duplicate mawa made from vegetable extracts from Gondal Chowkdi. The product was being sold in Rajkot city at less than half the price of pure mawa made out of milk fats.Usually, mawa is made from milk fats, but the stock seized by the RMC health department was found to be made out of soybean, starch, maize flour and skimmed milk powder.According to RMC officials, mawa made out of pure"
indiatimes.com,city,Kmf Set To Change Product Name Packaging,2022-01-31,https://timesofindia.indiatimes.com/city/bengaluru/kmf-set-to-change-product-name-packaging/articleshow/89231673.cms,"The first instance of fake ghee was found in Mysuru, after which KMF’s special vigilance team found fake ghee in retail stores in many places (Representative image) How to check purity of ghee BENGALURU: To regain trust and create awareness among the public about fake ghee packets in circulation, the Karnataka Milk Federation (KMF) is planning to change the packaging of its Nandini ghee and employ technology that enables product tracking.The move comes after the busting of a racket involving manufacturing and distributing adulterated Nandini ghee in multiple districts. The first instance of fake ghee was found in Mysuru ,"
thehindu.com,national,Plea to exempt imported raw cashews from FSSAI clearance,2022-01-31,https://www.thehindu.com/news/national/tamil-nadu/plea-to-exempt-imported-raw-cashews-from-fssai-clearance/article38352537.ece,"The Tamil Nadu Cashew Processors and Exporters Association (TNCPEA) has sought exemption for imported raw cashew nuts from Food Safety and Standards Authority of India (FSSAI) clearance in customs. In a letter to Union Minister of Commerce and Industry Piyush Goyal , TNCPEA secretary M. Ramakrishnan said raw cashew nuts were not edible and the same were subjected to steam boiling at 8-10 PSI for about 10-20 minutes before the shell was removed. The cashew kernel with Testa (outer covering) would be heated at 65- 70 degree for about 10-11 hours before obtaining edible cashew kernel. “During fine grading, the"
thehindu.com,cities,Food safety officials seize over 350 kg of adulterated vegetables in Koyambedu,2022-01-31,https://www.thehindu.com/news/cities/chennai/food-safety-officials-seize-over-350-kg-of-adulterated-vegetables-in-koyambedu/article38352440.ece,"Food Safety officers on Monday seized adulterated vegetables at the Koyambedu Wholesale Market Complex. Satheesh Kumar, Designated Officer for Food Safety in Chennai, said traders were found using colouring agents in green peas and other vegetables. “We have issued notices to 15 traders at the Koyambedu Wholesale Market Complex, and imposed a fine of ₹5,000. The shops will be sealed if they are found to use colouring agents for the second time. We will conduct raids in a few days once again,” said Dr. Satheesh Kumar. At least 350 kg of green peas were seized by the officials. Some traders"
thehindu.com,cities,Officials lock units manufacturing food items with banned chemicals,2022-02-02,https://www.thehindu.com/news/cities/chennai/officials-lock-units-manufacturing-food-items-with-banned-chemicals/article38361421.ece,"Food Safety officers on Tuesday started locking companies that manufactured and distributed huge quantities of papad adulterated with synthetic colours. Following reports received from the food lab for samples lifted recently, the Food Safety Department conducted raids in areas such as Sowcarpet and Tondiarpet. The synthetic colour in papad is banned because of studies that proved it caused cancer. A team led by Chennai District Designated Officer Satheesh Kumar seized 1.5 tonnes of banned colour papad in Sowcarpet. The company has been directed to close operations. In another commercial building in Tondiarpet, officials seized 15 tonnes of colour papad and"
indiatimes.com,city,Illegal pharmaceutical unit busted in US Nagar,2022-02-09,https://timesofindia.indiatimes.com/city/dehradun/illegal-pharmaceutical-unit-busted-in-us-nagar/articleshow/89437185.cms,"1 2 Rudrapur: With the arrest of 10 persons, Udham Singh Nagar police and anti-narcotics task force busted an illegal medicine manufacturing unit in Babarkhera Shahganj village under Kunda police jurisdiction area on Tuesday.Police said fake medicines worth over Rs 2 crore were also recovered from the unit.The kingpin of the gang, identified as Vipin Kumar, a resident of Manglaur in Haridwar district, is a history-sheeter and was earlier arrested by Roorkee police for the same crime, officials said.Acting on a tip-off, a joint team of police and drug department raided the factory.Drug inspector Sudhir Kumar said that apart from"
indiatimes.com,blogs,Why focus on R&D is required for overall food and drink portfolio to meet health standards,2022-02-15,https://timesofindia.indiatimes.com/blogs/voices/why-focus-on-rd-is-required-for-overall-food-and-drink-portfolio-to-meet-health-standards/,"Why Focus on R&D is required for Overall Food and Drink Portfolio to Meet Health Standards The food and beverage (F&B) industry is one of the fastest-growing industries in India. The F&B industry is expected to reach $1264 million by 2024, growing at a CAGR of 14.2 per cent from 2020. Similar to many other industries, the F&B sector relies heavily on research and development (R&D) to make their products last longer & taste better. R&D in Food Industry has made it possible to enhance the shelf life of food items without compromising on taste and nutritional value. Role of"
indiatimes.com,city,Food traders using suspicious colours for eatables raided,2022-02-18,https://timesofindia.indiatimes.com/city/nagpur/food-traders-using-suspicious-colours-for-eatables-raided/articleshow/89648867.cms,"Nagpur: Food and drugs administration (FDA) has sealed two unlicensed manufacturing units-cum-godown after the owners were found using suspicious colours to prepare eatables during raids in Shanti Nagar and Hansapuri on Tuesday.The FDA seized 600 kg groundnut kernels, allegedly treated with non-food green colour, to be sold as ‘pista chips’ on sweets and other food items.In another raid, the FDA seized another 450kg of roasted Bengal gram, popularly known as ‘chana futana’, which was being treated with non-edible yellow colour for gloss and bright appearance to be sold at a higher price.In the first raid at the godown of ‘Kashi"
newindianexpress.com,states,"Adulterated spices unit busted, owner held in Cuttack",2022-02-20,https://www.newindianexpress.com/states/odisha/2022/feb/20/adulterated-spices-unit-busted-owner-held-in-cuttack-2421663.html,"Over five quintal of finished and raw materials were seized from the unit which was functioning sans any licence and authorisation from competent authorities. The accused along with his mother had been preparing, packaging and marketing turmeric, chilli and edible soda with sub-standard raw material and marketing the same under ‘Konark Masala’ brand. The DCP said the accused’s mother is at large."
indiatimes.com,city,"fda: Fda Seizes Unlabelled Jaggery Worth ₹29,850",2022-02-21,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-unlabelled-jaggery-worth-29850/articleshow/89711690.cms,"Nashik: The Food and Drugs Administration ( FDA ) seized about 200 kgs of jaggery being sold in loose on the Trimbak road late on Saturday night.The FDA officials said that the jaggery sold in loose neither had any details about its production nor the seller had license from the FDA to sell it.The action of seizing the jaggery was conducted under the guidance of the joint commissioner of FDA, CD Salunke.Salunke said there were reports that some people from outside the state were selling jaggery in loose along the roadside.On receiving information about one such seller who was operating"
